Temperature,Rainfall,Altitude,Soil_type,Soil_pH,label
30.3,696,203,Sandy-Loam,5.5,Groundnut
35.7,162,174,Sandy,6.0,Cowpea
24.8,1075,1730,Sandy-Loam,6.1,Maize
29.6,821,685,Sandy,6.1,Groundnut
30.9,744,1017,Fertile,5.8,Millet
34.7,396,204,Loamy,6.4,Cowpea
23.8,558,423,Clay,6.4,Tomato
24.7,1134,1520,Loamy,6.3,Soybean
17.6,1185,2248,Loamy,6.5,Beans
34.7,460,386,Clay,5.8,Sorghum
8.7,925,2436,Loamy,5.6,Irish Potato
16.3,1723,1817,Sandy-Loam,6.3,Beans
19.7,1015,1772,Loamy,6.9,Soybean
41.7,405,193,Loamy,6.5,Sorghum
11.2,1095,2472,Fertile,6.7,Kale
34.3,157,450,Sandy,6.5,Sorghum
19.8,1175,1913,Clay,6.6,Soybean
25.8,611,571,Sandy-Loam,6.3,Tomato
14.1,462,1970,Clay,6.2,Onion
24.3,817,1119,Sandy-Loam,6.3,Tomato
30.3,949,221,Loamy,5.8,Groundnut
12.2,1326,2119,Fertile,6.0,Kale
8.4,776,2413,Fertile,6.6,Carrot
15.9,358,1755,Fertile,6.7,Onion
33.4,457,1092,Sandy,6.0,Millet
12.7,425,1838,Fertile,6.6,Onion
13.5,368,1727,Sandy-Loam,6.9,Onion
34.4,197,119,Clay,5.5,Cowpea
13.9,743,2813,Clay,6.4,Carrot
8.1,574,2730,Sandy,6.1,Carrot
28.6,982,375,Fertile,6.0,Groundnut
33.6,585,641,Sandy,6.4,Millet
11.3,1253,1755,Fertile,7.2,Beans
22.5,751,576,Sandy-Loam,6.9,Tomato
7.1,808,2848,Loamy,6.9,Carrot
37.1,396,218,Loamy,6.0,Sorghum
26.8,585,944,Loamy,5.7,Millet
12.8,836,2413,Clay,6.6,Kale
20.9,1189,1725,Fertile,6.3,Maize
22.2,878,1608,Sandy-Loam,6.8,Soybean
24.7,576,469,Loamy,6.2,Tomato
35.8,286,165,Sandy,6.7,Green Gram
26.4,565,931,Sandy-Loam,6.9,Tomato
10.5,1294,2191,Clay,5.5,Irish Potato
33.4,521,1008,Sandy-Loam,6.5,Millet
14.0,1638,1906,Fertile,6.8,Beans
14.8,1108,2514,Loamy,7.1,Beans
14.3,1489,2183,Loamy,6.3,Beans
19.7,1072,1875,Fertile,6.0,Soybean
29.7,245,176,Fertile,6.2,Cowpea
24.1,1169,1860,Sandy-Loam,6.0,Soybean
30.8,877,786,Sandy-Loam,6.1,Groundnut
10.5,797,2818,Clay,6.0,Carrot
30.5,205,252,Sandy,5.5,Cowpea
25.6,987,1778,Sandy-Loam,6.3,Soybean
11.0,1038,2348,Sandy-Loam,5.9,Kale
23.7,622,301,Sandy-Loam,6.0,Groundnut
17.5,1277,2375,Fertile,6.9,Beans
14.8,306,1486,Loamy,6.9,Onion
23.2,1058,1412,Sandy-Loam,6.6,Soybean
19.7,1197,1700,Sandy,6.4,Maize
20.7,980,1020,Fertile,5.9,Maize
28.0,655,881,Sandy-Loam,6.0,Millet
22.6,760,1619,Fertile,6.6,Soybean
15.6,1773,1790,Fertile,6.8,Beans
35.8,219,38,Sandy,5.9,Cowpea
20.1,1134,1669,Sandy-Loam,6.7,Maize
26.7,629,909,Loamy,6.7,Tomato
5.8,1256,2860,Clay,6.1,Irish Potato
8.4,708,1989,Sandy,6.5,Carrot
23.7,1112,1208,Sandy-Loam,5.9,Maize
17.6,285,1448,Sandy-Loam,7.1,Onion
24.4,902,1522,Sandy-Loam,6.8,Soybean
21.4,1073,1919,Loamy,6.2,Soybean
30.7,858,717,Sandy,5.9,Groundnut
24.0,1077,1400,Fertile,6.8,Soybean
34.8,211,357,Sandy,6.1,Sorghum
24.2,771,1553,Fertile,6.8,Soybean
36.9,261,175,Sandy,6.9,Green Gram
37.9,225,231,Sandy,7.2,Green Gram
35.0,268,184,Sandy,6.3,Sorghum
20.5,608,1171,Sandy,6.3,Tomato
21.8,1143,1375,Sandy-Loam,6.3,Maize
37.0,195,55,Sandy-Loam,5.9,Cowpea
13.7,845,2303,Sandy-Loam,6.3,Carrot
34.2,318,216,Sandy-Loam,5.9,Sorghum
28.7,777,557,Sandy-Loam,6.4,Groundnut
20.1,712,692,Clay,6.7,Tomato
13.5,443,1770,Sandy-Loam,6.6,Onion
27.0,382,414,Sandy,6.1,Millet
27.0,695,745,Sandy,6.1,Millet
8.0,598,2253,Loamy,6.7,Carrot
14.0,1306,2519,Sandy-Loam,6.7,Beans
25.6,765,680,Sandy-Loam,6.4,Tomato
27.4,639,968,Sandy,6.1,Millet
38.5,184,92,Fertile,6.9,Green Gram
17.1,528,1953,Fertile,6.8,Onion
9.1,1096,2537,Fertile,5.8,Irish Potato
12.9,207,1892,Loamy,6.8,Onion
24.6,1005,1203,Sandy-Loam,5.9,Maize
18.3,1430,1307,Fertile,6.5,Maize
34.5,263,540,Fertile,5.9,Sorghum
20.6,1429,1239,Loamy,6.0,Maize
17.1,1175,1313,Sandy-Loam,5.9,Maize
8.8,1120,2987,Sandy-Loam,5.6,Irish Potato
32.3,218,90,Clay,6.0,Cowpea
15.2,1118,2305,Loamy,6.3,Kale
21.4,1294,1336,Loamy,6.8,Maize
5.1,1061,2311,Sandy-Loam,5.6,Irish Potato
35.2,245,113,Sandy,6.1,Cowpea
12.6,526,2031,Clay,6.2,Onion
11.4,1569,1861,Sandy-Loam,6.7,Beans
29.5,737,498,Sandy,5.7,Millet
7.9,622,2631,Loamy,6.5,Carrot
12.1,904,2543,Sandy-Loam,6.4,Carrot
5.8,1369,2727,Sandy-Loam,5.6,Irish Potato
36.6,427,409,Sandy-Loam,5.7,Cowpea
30.5,972,683,Sandy,5.8,Groundnut
8.1,555,2509,Clay,6.7,Carrot
8.6,935,2859,Fertile,6.5,Carrot
18.9,1278,1686,Loamy,6.7,Maize
40.7,436,346,Sandy,6.3,Sorghum
24.5,1125,1513,Fertile,6.7,Soybean
21.7,926,1284,Loamy,6.5,Maize
33.3,271,212,Sandy,5.7,Cowpea
33.6,327,137,Loamy,5.9,Sorghum
17.1,467,1535,Loamy,6.3,Onion
18.2,996,1657,Loamy,5.9,Maize
42.0,153,392,Sandy,6.4,Sorghum
20.4,529,407,Clay,6.3,Tomato
13.1,728,2464,Sandy-Loam,6.6,Carrot
9.1,653,2144,Loamy,6.3,Carrot
12.3,288,1654,Sandy-Loam,7.0,Onion
18.3,1157,1338,Clay,6.7,Maize
12.2,1171,2342,Sandy-Loam,6.7,Kale
24.9,782,795,Loamy,6.0,Tomato
20.8,921,2009,Clay,6.3,Soybean
21.5,710,970,Fertile,6.3,Tomato
11.5,209,1533,Fertile,6.6,Onion
28.2,706,784,Sandy-Loam,5.6,Millet
28.1,448,1076,Loamy,6.4,Millet
19.3,960,935,Loamy,6.6,Maize
6.0,1220,2281,Sandy-Loam,6.2,Irish Potato
19.5,1404,950,Sandy-Loam,6.7,Maize
40.1,275,325,Sandy,6.4,Green Gram
10.3,887,2755,Clay,6.9,Carrot
22.2,925,2004,Fertile,6.3,Soybean
17.2,529,1904,Loamy,6.9,Onion
30.9,356,33,Sandy,6.2,Cowpea
17.7,1765,2031,Loamy,6.4,Beans
19.8,881,1829,Fertile,6.9,Soybean
24.3,837,492,Sandy-Loam,5.5,Groundnut
24.0,747,802,Loamy,6.7,Tomato
24.8,782,1883,Sandy,6.4,Soybean
6.0,1014,2822,Fertile,6.0,Irish Potato
7.4,923,2301,Loamy,6.5,Carrot
25.6,633,721,Sandy,5.6,Groundnut
40.3,153,239,Sandy-Loam,6.1,Sorghum
26.2,693,1176,Sandy-Loam,6.7,Tomato
19.5,796,1969,Loamy,6.7,Soybean
31.2,361,410,Loamy,5.8,Millet
12.8,434,2016,Sandy,6.8,Onion
30.0,210,47,Loamy,6.3,Cowpea
12.3,1073,1963,Clay,6.0,Kale
32.2,484,843,Loamy,6.1,Millet
34.6,165,195,Sandy-Loam,6.1,Sorghum
33.6,200,542,Sandy,6.1,Sorghum
11.9,330,1369,Sandy-Loam,7.0,Onion
21.8,562,754,Loamy,6.9,Tomato
24.3,711,709,Clay,6.0,Tomato
11.8,480,1535,Fertile,7.1,Onion
16.7,1081,2148,Clay,6.5,Beans
26.6,564,591,Fertile,6.1,Tomato
10.0,688,2321,Fertile,6.0,Carrot
11.6,1292,2333,Fertile,6.3,Kale
24.9,975,1017,Loamy,6.6,Maize
10.2,756,2438,Fertile,6.1,Carrot
13.9,248,1849,Sandy,6.8,Onion
26.0,699,615,Clay,5.8,Millet
10.6,741,1975,Sandy-Loam,6.4,Carrot
26.3,589,998,Sandy-Loam,6.2,Millet
32.7,398,967,Sandy-Loam,6.0,Millet
20.3,968,1981,Fertile,6.6,Soybean
30.1,548,1051,Clay,6.3,Millet
10.2,1177,2711,Sandy,5.7,Irish Potato
31.0,493,991,Sandy-Loam,6.2,Millet
13.9,1483,2416,Fertile,7.1,Beans
21.6,1160,1946,Fertile,6.6,Soybean
39.3,392,224,Sandy-Loam,6.3,Sorghum
27.5,420,1011,Sandy,6.2,Millet
14.5,390,1562,Fertile,7.0,Onion
10.0,1318,2797,Fertile,6.0,Irish Potato
15.5,810,2181,Fertile,6.5,Kale
32.7,237,342,Sandy,5.8,Cowpea
26.5,845,711,Loamy,6.8,Tomato
24.8,560,1089,Sandy-Loam,6.7,Tomato
35.2,352,57,Sandy,5.6,Cowpea
22.3,1111,1757,Fertile,6.7,Maize
13.8,1554,2295,Loamy,6.3,Beans
25.4,1173,1445,Sandy-Loam,6.0,Soybean
12.7,635,2455,Fertile,6.7,Carrot
37.0,332,320,Sandy-Loam,6.7,Green Gram
26.8,519,615,Clay,6.4,Millet
26.5,649,795,Sandy-Loam,5.8,Millet
17.2,1429,2156,Loamy,7.2,Beans
11.8,245,1752,Fertile,6.5,Onion
24.8,993,178,Sandy-Loam,5.7,Groundnut
12.3,1188,2023,Sandy-Loam,7.0,Beans
7.5,1191,2177,Fertile,6.3,Irish Potato
28.6,713,80,Sandy-Loam,6.3,Groundnut
13.0,1149,2101,Clay,6.6,Beans
17.5,1065,1873,Fertile,6.7,Beans
27.0,615,829,Loamy,6.0,Tomato
11.5,1326,2200,Sandy,6.3,Kale
16.5,354,1713,Clay,6.6,Onion
33.7,226,45,Sandy,5.7,Cowpea
9.8,959,2047,Loamy,6.3,Kale
11.5,295,2085,Sandy,6.9,Onion
5.2,1034,2641,Clay,5.7,Irish Potato
15.1,492,1382,Sandy-Loam,7.1,Onion
23.9,840,666,Clay,6.1,Tomato
12.2,1677,2189,Loamy,6.9,Beans
26.9,550,1184,Clay,6.8,Tomato
31.2,172,338,Sandy,5.6,Cowpea
32.9,749,840,Sandy,6.3,Millet
36.8,154,475,Sandy-Loam,5.5,Cowpea
15.1,324,1473,Sandy,7.0,Onion
26.4,916,757,Sandy-Loam,5.9,Groundnut
10.9,1037,2584,Loamy,6.3,Kale
25.1,552,1158,Loamy,7.0,Tomato
10.6,1210,2633,Fertile,6.1,Irish Potato
26.1,748,649,Sandy-Loam,6.8,Tomato
35.4,297,190,Loamy,6.3,Green Gram
24.2,637,531,Sandy-Loam,6.3,Groundnut
10.4,987,2208,Fertile,6.7,Kale
34.0,180,507,Loamy,6.0,Sorghum
22.1,1035,1942,Loamy,6.6,Soybean
38.1,441,41,Sandy,6.4,Sorghum
11.1,1301,2286,Fertile,5.9,Irish Potato
40.5,440,436,Clay,5.5,Sorghum
6.1,1193,2605,Clay,5.5,Irish Potato
11.6,1407,2254,Fertile,7.0,Beans
20.0,1136,1616,Clay,6.6,Soybean
12.2,1403,1823,Clay,6.8,Beans
27.3,486,918,Sandy-Loam,6.4,Tomato
21.6,1174,945,Loamy,6.0,Maize
33.7,658,1028,Sandy-Loam,6.5,Millet
11.9,766,2046,Loamy,6.0,Carrot
36.6,180,100,Sandy-Loam,6.2,Green Gram
14.8,1726,2025,Fertile,6.9,Beans
13.2,1656,2450,Loamy,7.1,Beans
40.7,268,306,Sandy,7.1,Green Gram
28.4,720,662,Sandy,6.0,Millet
8.5,794,2361,Fertile,6.9,Carrot
14.0,267,1493,Clay,6.5,Onion
11.6,923,1956,Loamy,6.4,Kale
29.8,812,701,Sandy-Loam,5.6,Groundnut
23.4,713,611,Loamy,6.5,Tomato
9.2,794,2666,Sandy-Loam,6.4,Carrot
7.2,673,2654,Loamy,6.7,Carrot
9.1,1228,2287,Fertile,6.6,Kale
12.0,592,2517,Sandy-Loam,7.0,Carrot
31.8,159,284,Sandy-Loam,5.6,Cowpea
33.4,591,542,Clay,6.4,Millet
10.5,1164,2128,Sandy,6.7,Kale
23.1,605,629,Sandy-Loam,6.9,Tomato
29.6,176,303,Loamy,5.8,Cowpea
24.0,798,1992,Fertile,6.2,Soybean
25.4,616,984,Sandy,6.1,Tomato
12.2,1438,1921,Loamy,6.6,Beans
6.0,1280,2718,Loamy,5.6,Irish Potato
29.9,288,440,Clay,5.5,Cowpea
28.4,926,773,Sandy-Loam,5.5,Groundnut
37.2,443,543,Sandy,6.3,Sorghum
17.9,1336,2370,Loamy,6.8,Beans
8.8,970,2902,Loamy,6.3,Irish Potato
15.7,1110,2103,Loamy,6.4,Beans
17.1,1267,2124,Clay,6.6,Beans
38.5,181,346,Sandy,6.2,Green Gram
11.8,1298,2057,Clay,6.0,Kale
35.9,210,125,Clay,6.5,Sorghum
12.1,577,2657,Clay,6.1,Carrot
36.2,387,326,Sandy,5.8,Sorghum
11.1,330,1613,Sandy,6.3,Onion
15.2,212,1723,Loamy,6.4,Onion
29.0,365,654,Sandy,5.6,Millet
24.1,551,1152,Fertile,6.6,Tomato
28.2,578,940,Clay,5.8,Millet
23.2,584,587,Sandy,6.6,Tomato
39.4,242,140,Sandy-Loam,6.3,Green Gram
9.1,900,2946,Sandy-Loam,6.4,Carrot
28.2,552,1071,Sandy-Loam,6.2,Millet
33.9,509,632,Sandy,6.3,Millet
12.4,275,1903,Loamy,6.8,Onion
23.3,735,1088,Loamy,6.5,Tomato
34.8,347,252,Loamy,5.7,Sorghum
31.0,748,336,Sandy,6.1,Groundnut
22.3,701,494,Fertile,6.3,Tomato
11.9,494,1621,Clay,6.7,Onion
10.0,804,2304,Sandy,5.9,Kale
24.5,836,1435,Fertile,6.1,Soybean
10.7,1012,2323,Clay,6.0,Irish Potato
39.9,320,438,Sandy,5.5,Sorghum
23.5,1026,1301,Fertile,6.5,Maize
42.0,312,169,Sandy-Loam,5.5,Sorghum
5.9,1147,2134,Fertile,5.7,Irish Potato
24.0,1013,1650,Sandy,6.3,Soybean
8.6,706,2544,Sandy,7.0,Carrot
16.3,477,1720,Fertile,6.5,Onion
13.2,581,2681,Loamy,6.9,Carrot
26.8,490,682,Loamy,6.3,Millet
8.3,1107,2373,Loamy,6.2,Irish Potato
26.8,478,671,Sandy,5.7,Millet
10.3,1197,2571,Sandy,5.8,Irish Potato
8.2,1003,2464,Clay,6.1,Irish Potato
30.8,265,442,Sandy,5.8,Cowpea
36.5,262,248,Fertile,6.5,Green Gram
19.7,1053,906,Clay,6.6,Maize
28.4,703,431,Clay,6.1,Groundnut
40.9,468,247,Sandy,5.7,Sorghum
21.2,546,1148,Sandy,6.4,Tomato
11.6,973,3026,Clay,5.7,Irish Potato
35.8,248,234,Clay,6.2,Sorghum
41.8,265,202,Sandy-Loam,6.7,Green Gram
39.9,383,56,Sandy,5.6,Sorghum
39.7,375,251,Sandy,6.8,Green Gram
38.4,325,205,Sandy-Loam,6.8,Green Gram
22.2,1150,1466,Fertile,6.9,Soybean
37.5,198,32,Sandy-Loam,6.2,Green Gram
14.6,949,2353,Sandy-Loam,6.7,Kale
34.2,300,212,Sandy,5.6,Sorghum
29.1,1023,212,Sandy,5.5,Groundnut
19.2,928,1799,Fertile,6.5,Soybean
13.9,1200,2489,Sandy-Loam,6.6,Kale
37.6,170,313,Fertile,6.6,Green Gram
21.3,624,717,Fertile,6.6,Tomato
17.1,1672,1929,Sandy-Loam,6.6,Beans
34.0,120,170,Loamy,7.2,Green Gram
38.1,199,555,Sandy-Loam,6.1,Sorghum
24.7,891,703,Sandy,6.3,Groundnut
10.2,1019,2210,Sandy-Loam,5.7,Irish Potato
16.3,1448,2291,Sandy-Loam,6.9,Beans
27.8,473,831,Sandy,5.7,Millet
16.7,516,1439,Sandy,6.5,Onion
26.0,636,340,Sandy,6.0,Groundnut
15.0,1654,2358,Loamy,6.3,Beans
36.7,243,395,Clay,5.9,Cowpea
26.5,770,765,Clay,6.6,Tomato
23.0,1106,1627,Fertile,6.1,Soybean
27.6,652,715,Fertile,5.8,Millet
33.3,163,440,Sandy,5.9,Sorghum
21.5,785,979,Fertile,6.1,Tomato
35.2,215,382,Sandy,5.9,Sorghum
37.5,438,102,Sandy,5.7,Sorghum
13.9,231,1678,Sandy-Loam,6.5,Onion
7.9,836,2859,Loamy,6.2,Carrot
9.5,913,2685,Fertile,6.0,Irish Potato
10.0,1113,1948,Sandy-Loam,6.0,Kale
22.9,976,1657,Loamy,6.6,Maize
7.2,882,2223,Clay,6.3,Carrot
13.6,1208,2478,Sandy,6.1,Kale
36.8,201,199,Sandy,6.1,Cowpea
39.6,377,106,Sandy,5.8,Sorghum
29.9,170,379,Sandy,5.6,Cowpea
14.8,1220,2258,Fertile,6.0,Kale
25.2,601,361,Sandy,6.2,Groundnut
30.1,674,705,Loamy,6.1,Millet
40.0,361,318,Loamy,6.2,Green Gram
34.2,317,493,Sandy,6.3,Sorghum
20.8,868,1789,Sandy-Loam,6.9,Soybean
17.2,322,1412,Clay,6.5,Onion
26.9,450,1026,Sandy,6.1,Millet
30.8,993,319,Loamy,6.3,Groundnut
8.3,1331,2944,Sandy-Loam,6.2,Irish Potato
12.1,1261,1928,Loamy,6.2,Kale
30.2,323,227,Sandy,6.2,Cowpea
13.4,1187,1803,Loamy,6.5,Kale
33.7,153,30,Sandy,5.7,Cowpea
12.8,1571,2203,Fertile,6.9,Beans
10.2,553,2196,Fertile,7.0,Carrot
40.0,159,146,Sandy,6.4,Green Gram
37.2,442,272,Clay,6.1,Sorghum
25.7,783,311,Sandy,5.6,Groundnut
11.1,774,2510,Clay,6.7,Carrot
10.6,1247,2372,Clay,5.8,Irish Potato
20.1,1430,1527,Loamy,6.7,Maize
14.8,1183,2371,Clay,6.7,Kale
14.4,949,2197,Sandy-Loam,5.9,Kale
26.6,1021,602,Sandy-Loam,6.0,Groundnut
27.2,783,255,Sandy-Loam,6.2,Groundnut
12.8,733,2307,Sandy,6.8,Carrot
20.1,1062,1184,Sandy-Loam,6.1,Maize
22.9,706,1121,Loamy,6.4,Tomato
9.9,1069,2824,Loamy,5.8,Irish Potato
8.0,727,2576,Sandy,6.4,Carrot
40.0,394,390,Loamy,6.4,Sorghum
24.4,790,1547,Sandy,6.0,Soybean
34.3,250,300,Sandy,6.3,Green Gram
15.0,1344,1772,Sandy,6.2,Beans
30.8,333,107,Loamy,5.6,Cowpea
17.6,1048,1123,Fertile,6.2,Maize
22.7,1316,1506,Clay,6.7,Maize
37.7,174,304,Sandy,6.9,Green Gram
26.0,790,320,Sandy,6.0,Groundnut
21.0,520,1168,Fertile,6.8,Tomato
29.3,454,1085,Sandy,5.8,Millet
31.9,561,687,Sandy-Loam,6.5,Millet
17.1,384,2047,Sandy,6.7,Onion
14.0,261,2090,Sandy,6.9,Onion
8.1,1046,2428,Fertile,6.1,Irish Potato
34.6,365,43,Clay,6.0,Green Gram
29.7,516,504,Fertile,5.9,Millet
5.2,1218,2414,Clay,6.2,Irish Potato
41.7,191,137,Sandy,6.0,Sorghum
36.4,377,419,Sandy,5.8,Cowpea
20.5,1148,1831,Sandy-Loam,6.2,Soybean
14.5,214,2088,Sandy-Loam,6.4,Onion
36.9,336,479,Sandy-Loam,6.3,Cowpea
21.8,472,482,Sandy-Loam,6.2,Tomato
38.5,131,326,Sandy,7.2,Green Gram
34.3,475,625,Sandy,5.9,Sorghum
27.0,624,765,Sandy-Loam,6.1,Groundnut
15.4,1316,1868,Sandy,7.0,Beans
37.7,134,73,Sandy,7.0,Green Gram
14.4,1361,1769,Loamy,6.4,Beans
18.3,1301,1411,Loamy,6.3,Maize
9.9,1171,2351,Sandy-Loam,5.6,Irish Potato
31.2,691,576,Sandy-Loam,6.0,Millet
15.7,1460,2130,Fertile,6.3,Beans
38.4,148,326,Sandy,6.9,Green Gram
20.5,1035,1932,Fertile,6.2,Soybean
25.9,715,490,Fertile,6.5,Tomato
35.4,247,393,Sandy-Loam,5.8,Cowpea
25.0,1101,2051,Loamy,6.6,Soybean
34.3,342,689,Loamy,5.8,Sorghum
34.2,202,81,Sandy-Loam,6.2,Sorghum
26.7,713,327,Loamy,6.0,Groundnut
11.6,267,1639,Sandy,6.6,Onion
24.9,684,838,Clay,6.3,Tomato
25.5,816,2079,Fertile,6.9,Soybean
41.7,340,691,Sandy,6.0,Sorghum
11.3,662,2156,Clay,6.0,Carrot
24.5,799,174,Fertile,5.6,Groundnut
11.9,1106,2472,Fertile,5.8,Irish Potato
37.0,145,86,Clay,7.2,Green Gram
24.9,1141,1061,Fertile,6.3,Maize
12.9,1198,1947,Loamy,6.8,Beans
26.0,1088,2004,Clay,6.9,Soybean
33.7,481,1020,Sandy,5.7,Millet
37.3,164,339,Sandy,6.3,Sorghum
10.9,552,2710,Loamy,6.7,Carrot
11.8,1434,2029,Sandy-Loam,6.8,Beans
28.4,355,454,Sandy-Loam,5.7,Millet
26.3,813,360,Sandy,5.7,Groundnut
11.6,907,2191,Fertile,6.3,Kale
27.5,918,150,Sandy,6.0,Groundnut
13.1,1344,2405,Sandy,6.5,Kale
34.8,329,55,Sandy,6.4,Green Gram
11.4,388,1402,Fertile,7.0,Onion
8.8,663,2257,Fertile,6.5,Carrot
9.3,1016,2124,Fertile,5.5,Irish Potato
26.8,412,1072,Loamy,6.5,Millet
26.8,508,1088,Sandy,5.7,Millet
37.2,179,124,Fertile,7.0,Green Gram
19.7,1082,2071,Clay,6.6,Soybean
13.8,1227,1827,Loamy,7.0,Beans
36.6,445,362,Sandy,6.5,Sorghum
17.8,1345,1854,Clay,6.9,Beans
25.6,774,1408,Clay,6.3,Soybean
40.3,313,27,Clay,6.3,Green Gram
7.7,1159,2146,Loamy,6.1,Irish Potato
27.4,713,766,Loamy,5.7,Groundnut
25.8,869,752,Sandy-Loam,6.1,Groundnut
12.4,532,1656,Sandy,6.3,Onion
13.7,703,1988,Loamy,6.4,Carrot
13.2,1358,1917,Fertile,6.8,Beans
39.9,468,374,Sandy,6.3,Sorghum
9.3,859,2080,Fertile,6.5,Carrot
13.4,1375,2428,Sandy-Loam,7.0,Beans
20.1,773,540,Clay,6.3,Tomato
22.0,922,1787,Fertile,6.2,Maize
25.8,947,1675,Fertile,6.4,Soybean
12.5,921,1831,Loamy,6.0,Kale
14.3,547,1927,Sandy-Loam,6.7,Onion
12.5,1775,2322,Fertile,6.6,Beans
34.8,273,189,Sandy-Loam,5.7,Cowpea
24.3,866,1736,Fertile,6.7,Soybean
15.3,1243,2587,Fertile,6.2,Kale
37.3,188,205,Sandy,6.9,Green Gram
23.8,882,1791,Sandy-Loam,6.2,Soybean
34.6,363,108,Sandy,6.4,Green Gram
18.0,437,1405,Fertile,6.6,Onion
20.0,1220,1772,Fertile,6.7,Maize
10.5,1127,2011,Fertile,6.6,Kale
27.7,850,541,Sandy-Loam,5.5,Groundnut
15.1,1351,2020,Loamy,6.6,Beans
11.2,906,2135,Loamy,6.2,Carrot
36.9,300,399,Sandy-Loam,6.5,Sorghum
33.4,612,705,Sandy,6.3,Millet
20.1,1062,1474,Clay,6.3,Soybean
33.9,514,934,Loamy,6.3,Millet
41.0,477,88,Clay,5.9,Sorghum
36.0,209,230,Clay,5.9,Cowpea
30.8,749,138,Sandy,6.3,Groundnut
41.0,205,347,Fertile,5.9,Sorghum
34.6,152,319,Loamy,6.2,Cowpea
23.7,1236,1485,Fertile,6.7,Maize
11.0,845,2828,Sandy-Loam,6.3,Carrot
25.1,815,566,Fertile,6.1,Tomato
10.9,1130,2037,Fertile,6.6,Kale
17.2,315,1585,Sandy,7.1,Onion
28.8,579,983,Sandy,5.5,Millet
27.3,905,705,Sandy-Loam,5.9,Groundnut
30.5,332,55,Sandy-Loam,5.6,Cowpea
29.6,670,940,Clay,6.0,Millet
27.3,457,845,Fertile,6.5,Tomato
30.9,740,477,Sandy-Loam,6.0,Millet
11.1,428,1813,Sandy-Loam,6.3,Onion
11.7,803,2115,Fertile,6.4,Carrot
13.5,1017,2370,Loamy,6.7,Kale
18.5,927,1168,Fertile,6.3,Maize
32.1,655,604,Loamy,5.5,Millet
29.5,249,312,Sandy,5.9,Cowpea
22.0,832,1138,Sandy,6.8,Tomato
7.5,1393,2705,Loamy,5.6,Irish Potato
9.3,985,2165,Fertile,6.3,Irish Potato
33.3,291,72,Sandy,6.0,Sorghum
9.2,892,2856,Sandy-Loam,7.0,Carrot
25.4,496,955,Sandy-Loam,6.9,Tomato
40.5,418,462,Sandy,5.8,Sorghum
29.0,640,695,Sandy,5.5,Groundnut
20.1,1051,1927,Loamy,6.5,Soybean
17.4,258,1440,Loamy,7.1,Onion
9.3,1264,2584,Fertile,6.7,Kale
30.9,178,99,Sandy,6.2,Cowpea
19.8,792,1633,Sandy-Loam,6.2,Soybean
34.9,352,22,Clay,6.4,Green Gram
40.8,396,176,Loamy,6.2,Sorghum
22.3,864,1753,Loamy,6.1,Soybean
13.6,932,1953,Fertile,5.9,Kale
10.2,887,2048,Sandy,6.2,Carrot
8.4,905,2568,Loamy,5.6,Irish Potato
31.0,500,498,Sandy,6.4,Millet
30.7,305,399,Sandy-Loam,5.6,Cowpea
18.3,1425,1666,Fertile,6.2,Maize
20.0,894,1805,Loamy,6.9,Soybean
12.1,531,1925,Sandy-Loam,6.8,Onion
23.3,811,743,Sandy-Loam,6.1,Groundnut
19.1,1052,1766,Fertile,6.2,Soybean
26.6,620,620,Sandy-Loam,6.5,Tomato
24.2,717,1065,Loamy,6.0,Tomato
19.6,1196,1489,Loamy,6.9,Soybean
13.1,995,1841,Loamy,6.2,Kale
30.2,158,468,Sandy,6.0,Cowpea
12.8,843,2719,Loamy,6.4,Carrot
23.9,1094,1708,Fertile,6.4,Soybean
30.3,196,341,Sandy,5.6,Cowpea
29.4,260,118,Sandy,6.1,Cowpea
31.1,452,436,Loamy,5.5,Millet
23.1,1150,1720,Loamy,6.4,Maize
24.5,801,500,Sandy-Loam,6.2,Groundnut
27.4,495,661,Fertile,6.5,Millet
39.6,222,102,Loamy,6.9,Green Gram
39.4,336,205,Sandy,6.8,Green Gram
25.4,476,874,Fertile,6.8,Tomato
16.2,431,1616,Fertile,6.5,Onion
36.9,298,350,Sandy-Loam,5.9,Cowpea
11.4,786,2652,Loamy,6.5,Carrot
17.3,1242,1926,Loamy,7.1,Beans
28.4,626,746,Sandy-Loam,6.4,Groundnut
22.5,1151,1588,Sandy-Loam,5.9,Maize
15.6,318,2051,Fertile,6.4,Onion
27.1,1018,705,Sandy-Loam,5.7,Groundnut
9.6,1308,2655,Clay,5.7,Irish Potato
13.7,1149,1907,Loamy,6.5,Beans
39.4,184,214,Sandy-Loam,6.4,Green Gram
17.4,1295,2047,Fertile,6.5,Beans
21.9,950,1617,Fertile,5.9,Maize
23.6,647,421,Sandy,5.7,Groundnut
11.6,523,1866,Loamy,6.6,Onion
17.9,362,1393,Sandy-Loam,6.6,Onion
24.5,1082,1837,Fertile,6.5,Soybean
7.4,1262,2997,Fertile,6.1,Irish Potato
13.0,361,1495,Sandy-Loam,6.2,Onion
33.3,355,966,Clay,6.3,Millet
7.9,942,3096,Clay,6.0,Irish Potato
13.0,457,1690,Fertile,6.3,Onion
13.0,1311,2109,Loamy,5.8,Kale
28.9,390,871,Loamy,6.0,Millet
